id,message,original,genre
1040,I am found. I'm in Cap Haitian. My house in port-au-prince is destroyed,MWEN TROUVE M OKAP KAY MWEN KRAZ POTOPRENS,direct
1041,Send aid in that area. It would be good because we never received anything. Thank you very much. Note : Please request exact location Call to check,ye aide nan zon nan li ta bon paske nou pa janm resevwa anyen. Mesi anpil.,direct
1042,our people would like our aid we would like there aid. we are waiting for your call so we can see what we could do for them. thank you,PAUP NOU TA RENMEM AID NOU NAP TANN APEL NOU POU N OUE SA N KA FE POU YO. MESI,direct
1043,"we are at sat in aral street, we have not hade any aid even with all the efforts been done","Nou nan Sat, nan wout Aral. Nou pa jwenn oken ed malgre ef kek moun ak komite zon nan.",direct
1044,"hi, i am a student. my house was destroyed. i'd like a perticular help. please.","Bonswa, mwen se yon elv kay mwen kraze, mwen vle yon ed patikilye silvouple.",direct
1046,I am at La Plain Marin 22 Imp. Desmond #2. I am hungry and dying?,Mwen la plane marin 22 imp desmond #2 gragou ap touye,direct
1047,I'm in Klesin. We need water and food. For children and for Cite Soley.,Mwen nan klesin nou bezwen dlo ak manje sitou pou ti bebe yo nou bezwen tant tou pou soley la,direct
1048,Don't forget that i need your help in this time,Pa blye mwen bezwen ed nou nan moman sa a.,direct
1049,I am in Mole St. Nicolas. We have received alot of people who have arrived without anything. We badly need humanitarian aid to help these refugees.,"Nan Mlsennikola nou gen anpil moun ki soti Ptoprens ki pa gen anyen nan men yo, bezwen ed imanite mwen se yon manm kwawouj nan vil sa a se Valbrun Jorel",direct
1052,"We need food, water, medicines. Thank you. We are in the savanna , 4th section of komin tirivy in the artibonite.","Nou bezwen ed tankou : vtman, nouriti, dlo epi medikaman. Mesi nou nan savannawch, 4e seksyon komin tirivy latibonit.",direct
1053,"We haven't seen anyone come help even though we asked for it for the people of Delmas 9 at rue ducosquer. 313 women, 187 men and 83 kids. Thank you for you diligence","Nou pa janm jwenn vizit nou pou d nou te mande pou abitan nan delmas 9, ri Ducosquer. 313 fanm, 187 gason, 83 timoun. Mesi pou dilijans nou.",direct
1055,"Please try to find a way to help. We are barely surviving. We are in Grand Rue, at Portail Saint Joseph ( la court Gerard ).",Tanpri souple nou menm nan grand rue bloc portail saint joseph ( lakou gerard ) di eseye cre yon mwayen de vie pou nou paske nou pa santi. n k ret viv anko,direct
1056,oh please we are in the need of food. water. where can we stay with all out children? ,tanpri souple nou nan necesite manje. Dlo. Kote poun rete ak tout timoun nou tanpri,direct
1057,"We need food and water in Leogane, please.",Nou bezwen manje dlo tanp nan lakil de leyogane mesi.,direct
1058,The house is broken. There are 5 people who have been injured. We need urgent assistance. Please call the number for location.,AY KI KRAZE. GEN 5 MOUN KI BLESE. SEKOU RAPID SVP,direct
1060,im having a hard time. i'm asking you to help me because i have lost everything. Anything you send will be appreciated. Let me know through sms. God bless you.,Mwen nan difikilte mwen mande nou sa nou ka fe pou mwen paske tout sa m te genyen pedi. Sa nou voye a lap byen rive. Enfme mwen pd yon sms. Bondye beni w.,direct
1061,"I am a rural inhabitant from Bon Repos, not far from La Plaine. In that area, we did not receive any help from the authorities. We have a lot of children who sleep outside openly and/or in the rain. Please we need tent for shelter.","Mwen si yon abitan bon repo mola la plenn, nan zon sa nou pa gen sekou oken otoriti nou gen anpil timoun kap demi nan serin. s. v. p fe nou jwenn kek tant",direct
1062,SORRY I GOT NOTHING TO HEAR NO POWER NO RADIO ONLY MY CELLPHONE PLEASE WRITE ME OR CALL ME I NEED YOUR HELP,SORRY I GOT NOTHING TO HEAR NO POWER NO RADIO ONLY MY CELLPHONE PLEASE WRITE ME OR CALL ME I NEED YOUR HELP,direct
1063,no authority has passed by to see us. We don't have a place t sleep ( incomplete ),EN OKENN OTORITE POKO PASE WE NOU NOU PAGEN KOTE POU NOU DOMI NOU P,direct
1065,"please help me. I live up high, in the south department",e tanpri souple pou nou edem mwen rete pi wo bnfen nan depatman si,direct
1066,"Thank you very much for info, because ? radio.",Mesi anpil pou enfo a paske manmi m se yon fon enkondisyonel radyo,direct
1067,I tell you I'm fine I'm in need of you telling me the message arrived with success. You don't do anything for me I just tell you for me thank you.,Mwen di nou mwen okay mwen nan nssiti nou dim mesaj la rive ak siks nou pa fe anyen pou mwen. sel sa map di nou sa di pou mwen mesi,direct
1068,I need help. I'm sick in my thoughts. I'm sleeping outside with a lot of other people and babies too. Thank you ( incomplete - end of a message ),n bezwen ed mwen malad nan panse m. Se nan savann map demi ak anpil lot moun epi tibebe tou. Mesi,direct
1069,"truncated - probably we need water, shelter, food. Please help us. Thank you.","n d, eau de couverture, de nourriture. S. V. P, aidez-nous. Merci",direct
1070,We do not have anything. We sleep in the streets. We can not go to the places that are providing help. .. Note : Please ask for exact location,Nou pa gen anyen nap domi nan lari nou paka ale kote ki gen ed yo p,direct
1072,I am in the road called Rue Benway in Ti Guave. We need a tent. We need food because we are dying of hunger. We have no money to buy the little food that is being sold. We need care. Please help.,Mwen nan ri benwa tigwav nou bezwen tant paske nap domi nan seren nou bezwen manje paske nap mouri grangou tout bagay che nou pa ka achte nou bezwen swen,direct
1074,And where will I make contact with you? Thank you. Note This appears to be a follow up email.,epi ki kote m ja pran kontak ak nou. Mesi,direct
1075,we at at doteur obri st between Do seza st and makajou st. we need water antibiotics for germs really fast we cannot handle it ,"nou menm nan ri dokt obri ant ri du seza e ri makajou, nou bezwen manje, dlo, antibiotik pou mikrob prese prese paske nou pa kapab ank.",direct
1076,"We need water, food and tents for the rain. We are on the freres road, at impasse dorsainvil","Nou bezoin dlo mange tante pou la pli, nou sou rout frre inpas dorsainvill ( bobin )",direct
1077,Unique Hospital Centre is affording too much people already!!,unique centre hospitalier est depass et nous accueillons dj plus,direct
1078,I am living in Christ-Roi. We have nothing to eat nor to drink. Please send someone to this area.,Mwen abite christ-roi nou pa gen anyen pou nou mange ni pou nou bwe tanpri pase kote nou,direct
1079,our Mother doesnt work and the children are small. I ask please help mother work in Miami so she can help us not die because we dont have. .. ?,Manman nou pap travay e timoun yo piti. map mande tampri pou nou ta bay manmanm yon ti d poul travse miami poul ka ede nou poun pa mouri pasken pa gen l,direct
1080,It's Over in Gressier. The population in the area - Incomplete,Se over toujou nan gresye 24e seksyon komin. Popilasyon komin nan n,direct
1081,We're very affected. Please send us some things. We're in Sen Sirin on the Juvenat road.,Nou sinistre tan pri voye bagay pou nou. nou nan sen sirin rout juvnat.,direct
1082,after the earthquake many of our felllow country men left port au prince ( escaped ). now they return with empty hands and ask us to come with people,"Apri pasaj tranbleman de ta a, plisy konpatriyt nou kite nan potoprens ki chape yo retoumen men kounye a yo men vid nap mande pou nou vini an ed ak moun",direct
1084,"My wife understands better. So, tell us what to do. It doesnt sound like they need help, but are available to help",Fem konprann pi byen. Alors dim ki pou nou fe,direct
1086,Always Commune Gressier section 24th Note : Incomplete. .. Ask for details. .. on help. ..,Toujou komin gresye 24e seksyon.,direct
1088,so you could just give me the addreses ,yo pou nou ban m adres yo selma,direct
1089,"We need food, water. .. . The kids are sick, fever, flu. .. Help. .. We are @ Cote 28, rue Richard","NOU NAN KOTE 28 RUE RICHARD Nou BEZWEN TANTE, DLO MANGE TIMOUN YO GEN GRIP AK FIEV NA SEREN AN MESI DAVANS SE REMY SAINT VAL FE SA POU NOU NAP MOURI.",direct
1090,"Port-au-Prince we weren't able to save anything, we need help ",u-prince nou pat gen chans sove anyen nou bezwen d,direct
1091,The internet in the area of Mirebalais is not working. Were can i go to register my name and those of my family.,Entnt ki kotem ye pa fonksyone ou di mwens mpa konn ki b ki gen youn kap fonksyone paske c mibale. ki lot pwosede m k itilize poum anrejistre nom ak fanmim,direct
1092,"We need help, before the catastrophe 12 January it has already been two weeks. The rain that all our plantation with a lot of animals, goats, pigs, cattle ,. ..","Nou bezwen ed, avan katas twof 12 janvye a te deja genyen 2 senmenn lapli ki tout plantasyon nou yo ak touye anpil but tankou : kabrit, kochon, bf ak lot ank",direct
1093,"We've found some fifty houses which suffered mamages with 6 totally down a not enough food to feed people who came did not give us and not enough tools and seeds to plant, thanks a lot",.nou jwenn yon senkantan kay ki sibi domaj ak 6 ki kraze nt.nou pa gen manje ase pou n nouri moun ki vhn pa bann e pa paktzouti ak semans nesesi anpi,direct
1094,on route de frere on rue Corlette. thank you ,la route de frre a la rue corlette. Merci,direct
1095,I'm asking why everyone is getting things but I'm not getting anything. I live at Mariani odm. I am asking for help.,Bon map mande eske nou pa moun paske tout kote jwenn bagay men nou men m nou pa jwenn an ditou nan mariani 1 rue o d m nap mande sekou,direct
1096,"I'd like to find a job in translation, plz.",Mwen ta renmen jwen yon job entepret svp,direct
1097,I need to go to my family in the United States. I don't have a home or clothing. And they didn't give food in the area where I live. Thank you. Notes No name or location given.,"Mwen bezyen ale jwenn fanmi mwen au USA. Mwen pa genyen kay, mwen rad, epi yo pa vin bay manje nan zon lakay mwen. Mesi!",direct
1098,we need water. we are dehydrated.,"Mezanmi men n fok gen de ka dezidratasyon la akoz de mank dlo potab. ( a j l ) asosyasyon jan nan leyogan, s v p ede nou, presizeman nan dif rout bary jedi",direct
1099,( no location ) we are responsible for a shelter. thanks in advance,nou responsab yonabri. Mesi davans.,direct
1100,"I live in Riviere Froide. A lot of people lost their house, we don't have water, food, we are suffering, we're sleeping in the rain. we don't have sheets","Bonswa diji mwen abite rivy fwad gen anpil kay ki kraze nou pa gen dlo, nou pa gen manje, nap soufri, nap demi nan seren, nou pa gen dra moun kaligen y",direct
1101,Requesting govement to set solar panel energy then communication will be clear. We are in trouble.,"Mwen se Jeanno nou gen problem kouran nan komin ziwa, nou ta renmen gouvneman fe proj enji soley pou nou li sa kominikasyon an ap kl nou gen problm",direct
1102,"My friends, we are asking for water and food.",Mezanmi c d nou wi mwen te mande nou menm nan clercine 8 rue fraternite impasse galile numero 7 nou vle manje dlo tant encore map nou pote nou sekou. Stephanie,direct
1103,i don't know what else to do. this is getting the best of me. i'm in cap haitian now but i still can't sleep inside a house. i have to sleep on the public square. My boday wants to ,Mwen pa konnen ki sa poum fe ank bagay sa fi pasem mwen antre okap mwen pa janm ka demi andedan kay se sou plas okap mwen demi kom vle bloke ede,direct
1104,Can people in the NOrth Western get the signal?,Eske moun ndws apka kaptel,direct
1106,I do not have a card for me to call my family,MWEN PAGEN KAT POU MWEN RELE FANMI MWEN,direct
1107,"We, the inhabitants of the zone of Bel-air, especially Docteur Aubry street between Macajoux street and the Rue ( street ) of Cesars are in a pitiful state. We have ( truncated ). .. PLEASE WILL SOMEONE WITH A BETTER HANDLE ON PAP GEOGRAPHY CHECK THIS. I AM NOT SURE MY COORDS ARE RIGHT.","nous, les habitants de la zone de bel-air notemment rue docteur aubry entre rue macajoux et rue des csars sommes ds une situation tres panible. Nous avons",direct
1108,Everyone in my household has survived only one of my nephew has a broken leg We need help I have a sister in miami please tell to call me ,t moun lakay mwen mwen souve yon sel tineve m pyelkase mwen konsapou m fe s v p ede m avek li mwen gen sam mireille miami dil pou mwen de m s v p telefon,direct
